document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question_type,question,answer
0001276,GARD,https://rarediseases.info.nih.gov/gard/3750/chromosome-3p--syndrome,,C0039082,T047,Disorders,"Del(3p) syndrome|Chromosome 3, monosomy 3p25|Deletion 3p25|Chromosome 3pter-p25 Deletion Syndrome|Telomeric monosomy 3p|Chromosome 3p deletion",0001276-4,Chromosome 3p- syndrome,inheritance,Is Chromosome 3p- syndrome inherited ?,"Is chromosome 3p- syndrome inherited? In most cases, chromosome 3p- syndrome occurs for the first time in the affected person (de novo mutation). However, the deletion is rarely inherited from a parent. In these cases, the deletion is passed down in an autosomal dominant manner. This means that a person with chromosome 3p- syndrome has a 50% chance with each pregnancy of passing the condition on to his or her child. In theory, it is possible for a parent to not have the deletion in their chromosomes on a blood test, but have the deletion in some of their egg or sperm cells only. This phenomenon is called germline mosaicism. In these rare cases, it would be possible to have another child with the deletion. To our knowledge, this has not been reported with chromosome 3p- syndrome. People interested in learning more about genetic risks to themselves or family members should speak with a genetics professional."
0002055,GARD,https://rarediseases.info.nih.gov/gard/2089/ehlers-danlos-syndrome-dermatosparaxis-type,,C0268345|C2700425|C0039082|C0013720,T019|T047,Disorders,Dermatosparaxis|Ehlers-Danlos syndrome type 7C (formerly)|Ehlers-Danlos syndrome,0002055-5,"Ehlers-Danlos syndrome, dermatosparaxis type",exams and tests,"How to diagnose Ehlers-Danlos syndrome, dermatosparaxis type ?","How is Ehlers-Danlos syndrome, dermatosparaxis type diagnosed? A diagnosis of Ehlers-Danlos syndrome (EDS), dermatosparaxis type is typically based on the presence of characteristic signs and symptoms. Genetic testing for a change (mutation) in the ADAMTS2 gene and/or a skin biopsy can then be ordered to confirm the diagnosis."
0000039,NINDS,http://www.ninds.nih.gov/disorders/batten/batten.htm,,C0751383|C0012634,T047,Disorders,,0000039-1,Batten Disease,information,What is (are) Batten Disease ?,"Batten disease is a fatal, inherited disorder of the nervous system that begins in childhood. In some cases, the early signs are subtle, taking the form of personality and behavior changes, slow learning, clumsiness, or stumbling. Symptoms of Batten disease are linked to a buildup of substances called lipopigments in the body's tissues. Lipopigments are made up of fats and proteins. Because vision loss is often an early sign, Batten disease may be first suspected during an eye exam. Often, an eye specialist or other physician may refer the child to a neurologist. Diagnostic tests for Batten disease include blood or urine tests, skin or tissue sampling, an electroencephalogram (EEG), electrical studies of the eyes, and brain scans."
0000131,NINDS,http://www.ninds.nih.gov/disorders/hypotonia/hypotonia.htm,,C0026827,T033,Disorders,,0000131-2,Hypotonia,treatment,What are the treatments for Hypotonia ?,"Treatment begins with a thorough diagnostic evaluation, usually performed by a neurologist, including an assessment of motor and sensory skills, balance and coordination, mental status, reflexes, and functioning of the nerves. Diagnostic tests that may be helpful include a CT or MRI scan of the brain, an EMG to evaluate nerve and muscle function, or an EEG to measure electrical activity in the brain. Once a diagnosis has been made, the underlying condition is treated first, followed by symptomatic and supportive therapy for the hypotonia. Physical therapy can improve motor control and overall body strength. Occupational therapy can help relearn ways to address activities of daily living. Speech-language therapy can help breathing, speech, and swallowing difficulties. Therapy for infants and young children may also include sensory stimulation programs."
0000569,GHR,https://ghr.nlm.nih.gov/condition/kuskokwim-syndrome,,C3839326,T047,Disorders,arthrogryposis-like syndrome|Bruck syndrome 1|Kuskokwim disease,0000569-3,Kuskokwim syndrome,genetic changes,What are the genetic changes related to Kuskokwim syndrome ?,"Kuskokwim syndrome is caused by mutations in the FKBP10 gene, which provides instructions for making the FKBP10 protein (formerly known as FKBP65). This protein is important for the correct processing of complex molecules called collagens, which provide structure and strength to connective tissues that support the body's bones, joints, and organs. Collagen molecules are cross-linked to one another to form long, thin fibrils, which are found in the spaces around cells (the extracellular matrix). The formation of cross-links results in very strong collagen fibrils. The FKBP10 protein attaches to collagens and plays a role in their cross-linking.  A mutation in the FKBP10 gene alters the FKBP10 protein, making it unstable and easily broken down. As a result, people with Kuskokwim syndrome have only about 5 percent of the normal amount of FKBP10 protein. This reduction in protein levels impairs collagen cross-linking and leads to a disorganized network of collagen molecules. It is unclear how these changes in the collagen matrix are involved in the development of joint contractures and other abnormalities in people with Kuskokwim syndrome."
0000683,GHR,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-vii,,C0085132,T047,Disorders,beta-glucuronidase deficiency|GUSB deficiency|MPS VII|MPS7|Mucopolysaccharidosis 7|Mucopolysaccharidosis VII|Sly Syndrome,0000683-3,mucopolysaccharidosis type VII,genetic changes,What are the genetic changes related to mucopolysaccharidosis type VII ?,"Mutations in the GUSB gene cause MPS VII. This gene provides instructions for producing the beta-glucuronidase (-glucuronidase) enzyme, which is involved in the breakdown of large sugar molecules called glycosaminoglycans (GAGs). GAGs were originally called mucopolysaccharides, which is where this condition gets its name. Mutations in the GUSB gene reduce or completely eliminate the function of -glucuronidase. The shortage (deficiency) of -glucuronidase leads to the accumulation of GAGs within cells, specifically inside the lysosomes. Lysosomes are compartments in the cell that digest and recycle different types of molecules. Conditions such as MPS VII that cause molecules to build up inside the lysosomes are called lysosomal storage disorders. The accumulation of GAGs increases the size of the lysosomes, which is why many tissues and organs are enlarged in this disorder. Researchers believe that the GAGs may also interfere with the functions of other proteins inside the lysosomes and disrupt many normal functions of cells."
0000136,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/kidney-disease/amyloidosis-and-kidney-disease/Pages/facts.aspx,,C0002726|C0022658,T047,Disorders,,0000136-8,Amyloidosis and Kidney Disease,treatment,What are the treatments for Amyloidosis and Kidney Disease ?,"A health care provider treats primary amyloidosis of the kidneys with the following:
                
- medication therapy, including chemotherapy  - a stem cell transplant  - treating other conditions
                
Medication therapy. The goal of medication therapy, including chemotherapy, is to reduce amyloid protein levels in the blood. Many health care providers recommend combination medication therapy such as
                
- melphalan (Alkeran), a type of chemotherapy  - dexamethasone (Decadron), an anti-inflammatory steroid medication
                
These medications can stop the growth of the cells that make amyloid proteins. These medications may cause hair loss and serious side effects, such as nausea, vomiting, and fatigue.
                
Stem cell transplant. A stem cell transplant is a procedure that replaces a patients damaged stem cells with healthy ones. Stem cells are found in the bone marrow and develop into three types of blood cells the body needs. To prepare for a stem cell transplant, the patient receives high doses of chemotherapy. The actual transplant is like a blood transfusion. The transplanted stem cells travel to the bone marrow to make healthy new blood cells. The chemotherapy a patient receives to prepare for the transplant can have serious side effects, so it is important to talk with the health care provider about the risks of this procedure.
                
Read more in What Is a Blood and Marrow Stem Cell Transplant? at www.nhlbi.nih.gov/health/health-topics/topics/bmsct.
                
Treating other conditions. Primary amyloidosis has no cure, so treating some of the side effects and other conditions seen with the disease is essential. Other conditions may include
                
- anemiatreatment may include medications  - depressiontreatment may include talking with a mental health counselor and taking medications  - fatiguetreatment may include changes in diet and activity level  - kidney diseasetreatment may include medications to help maintain kidney function or slow the progression of kidney disease
                
A patient and his or her family should talk with the health care provider about resources for support and treatment options.
                
More information about kidney disease is provided in the NIDDK health topic, niddk-kidney disease."
0000257,NINDS,http://www.ninds.nih.gov/disorders/spinal_infarction/spinal_infarction.htm,,C2314994,T047,Disorders,,0000257-2,Spinal Cord Infarction,treatment,What are the treatments for Spinal Cord Infarction ?,Treatment is symptomatic. Physical and occupational therapy may help individuals recover from weakness or paralysis. A catheter may be necessary for patients with urinary incontinence.
0000884,GHR,https://ghr.nlm.nih.gov/condition/rothmund-thomson-syndrome,,C0032339,T047,Disorders,congenital poikiloderma|poikiloderma atrophicans and cataract|poikiloderma congenitale|poikiloderma congenitale of Rothmund-Thomson|RTS,0000884-3,Rothmund-Thomson syndrome,genetic changes,What are the genetic changes related to Rothmund-Thomson syndrome ?,"Mutations in the RECQL4 gene cause about two-thirds of all cases of Rothmund-Thomson syndrome. This gene provides instructions for making one member of a protein family called RecQ helicases. Helicases are enzymes that bind to DNA and temporarily unwind the two spiral strands (double helix) of the DNA molecule. This unwinding is necessary for copying (replicating) DNA in preparation for cell division, and for repairing damaged DNA. The RECQL4 protein helps stabilize genetic information in the body's cells and plays a role in replicating and repairing DNA.  RECQL4 mutations lead to the production of an abnormally short, nonfunctional version of the RECQL4 protein or prevent cells from making any of this protein. A shortage of the RECQL4 protein may prevent normal DNA replication and repair, causing widespread damage to a person's genetic information over time. It is unclear how a loss of this protein's activity leads to the specific features of Rothmund-Thomson syndrome.  In about one-third of individuals with Rothmund-Thomson syndrome, no mutation in the RECQL4 gene has been found. The cause of the condition in these individuals is unknown; however, researchers suspect that these cases may result from mutations in a gene related to the RECQL4 gene.  In some cases, chromosomal abnormalities have been identified in people with Rothmund-Thomson syndrome. These abnormalities include extra or missing genetic material, usually from chromosome 7 or chromosome 8, in some of an affected person's cells. Researchers believe that these chromosomal changes arise because of the overall instability of an affected person's genetic information; they do not cause the disorder."
0000120,CDC,http://www.cdc.gov/parasites/cyclosporiasis/,,,,,,0000120-2,Parasites - Cyclosporiasis (Cyclospora Infection),susceptibility,Who is at risk for Parasites - Cyclosporiasis (Cyclospora Infection)? ?,"People become infected with Cyclospora by ingesting sporulated oocysts, which are the infective form of the parasite. This most commonly occurs when food or water contaminated with feces is consumed. An infected person sheds unsporulated (immature, non-infective) Cyclospora oocysts in the feces. The oocysts are thought to require days to weeks in favorable environmental conditions to sporulate (become infective). Therefore, direct person-to-person transmission is unlikely, as is transmission via ingestion of newly contaminated food or water.
    
More on: Cyclospora Biology
    Geographic Distribution
    
Cyclosporiasis occurs in many countries, but it seems to be most common in tropical and subtropical regions. In areas where cyclosporiasis has been studied, the risk for infection is seasonal. However, no consistent pattern has been identified regarding the time of year or the environmental conditions, such as temperature or rainfall.
    
In the United States, foodborne outbreaks of cyclosporiasis since the mid-1990s have been linked to various types of imported fresh produce, including raspberries, basil, snow peas, and mesclun lettuce; no commercially frozen or canned produce has been implicated.
    
U.S. cases of infection also have occurred in persons who traveled to Cyclospora-endemic areas. To reduce the risk for infection, travelers should take precautions, such as those recommended in CDC's Health Information for International Travel (Yellow Book). Travelers also should be aware that treatment of water or food with chlorine or iodine is unlikely to kill Cyclospora oocysts."
0000011,GARD,https://rarediseases.info.nih.gov/gard/5/abetalipoproteinemia,,C0000744|C1963709,T047|T033,Disorders,Bassen Kornzweig syndrome|Microsomal triglyceride transfer protein deficiency disease|Microsomal triglyceride transfer protein deficiency|ABL|Abetalipoproteinemia neuropathy|Familial hypobetalipoproteinemia,0000011-3,Abetalipoproteinemia,causes,What causes Abetalipoproteinemia ?,"What causes abetalipoproteinemia? Abetalipoproteinemia is caused by changes (mutations) in the MTTP gene. The MTTP gene gives the body instructions to make a protein needed for creating beta-lipoproteins. These lipoproteins are necessary for the body to absorb fats, cholesterol, and fat-soluble vitamins (vitamins A, D, E and K), and for transporting these substances in the blood. Mutations in the MTTP result in a lack of beta-lipoproteins, leading to an inability to absorb and transport these substances. This in turn leads to the nutritional and neurologic problems in affected people."
0004415,GARD,https://rarediseases.info.nih.gov/gard/7206/niemann-pick-disease-type-a,,C0268242|C0236642,T047,Disorders,Sphingomyelin lipidosis|Sphingomyelinase deficiency|Sphingolipidosis,0004415-1,Niemann-Pick disease type A,information,What is (are) Niemann-Pick disease type A ?,"Niemann-Pick disease is an inherited condition involving lipid metabolism, which is the breakdown, transport, and use of fats and cholesterol in the body. In people with this condition, abnormal lipid metabolism causes harmful amounts of lipids to accumulate in the spleen, liver, lungs, bone marrow, and brain. Niemann-Pick disease type A appears during infancy and is characterized by an enlarged liver and spleen (hepatosplenomegaly), failure to gain weight and grow at the expected rate (failure to thrive), and progressive deterioration of the nervous system. Due to the involvement of the nervous system, Niemann-Pick disease type A is also known as the neurological type. There is currently no effective treatment for this condition and those who are affected generally do not survive past early childhood. Niemann-Pick disease type A is caused by mutations in the SMPD1 gene. It is inherited in an autosomal recessive pattern."
0004732,GARD,https://rarediseases.info.nih.gov/gard/7328/parapsoriasis,,C0030491,T047,Disorders,Digitate dermatosis|Parapsoriasis en plaque,0004732-1,Parapsoriasis,information,What is (are) Parapsoriasis ?,"Parapsoriasis describes a group of skin diseases that can be characterized by scaly patches or slightly elevated papules and/or plaques (red, scaly patches) that have a resemblance to psoriasis. However, this description includes several inflammatory cutaneous diseases that are unrelated with respect to pathogenesis, histopathology, and response to treatment. Because of the variation in clinical presentation and a lack of a specific diagnostic finding on histopathology, a uniformly accepted definition of parapsoriasis remains lacking. There are 2 general forms: a small plaque type, which is usually benign, and a large plaque type, which is a precursor of cutaneous T-cell lymphoma (CTCL). Treatment of small plaque parapsoriasis is unnecessary but can include emollients, topical tar preparations or corticosteroids, and/or phototherapy. Treatment of large plaque parapsoriasis is phototherapy or topical corticosteroids."
0000120,CDC,http://www.cdc.gov/parasites/cyclosporiasis/,,,,,,0000120-1,Parasites - Cyclosporiasis (Cyclospora Infection),information,What is (are) Parasites - Cyclosporiasis (Cyclospora Infection) ?,"Cyclospora cayetanensis is a parasite composed of one cell, too small to be seen without a microscope. This parasite causes an intestinal infection called cyclosporiasis."
0000003,NHLBI,http://www.nhlbi.nih.gov/health/health-topics/topics/arm,,C0002940,T047,Disorders,,0000003-7,Aneurysm,exams and tests,How to diagnose Aneurysm ?,"If you have an aortic aneurysm but no symptoms, your doctor may find it by chance during a routine physical exam. More often, doctors find aneurysms during tests done for other reasons, such as chest or abdominal pain.
                
If you have an abdominal aortic aneurysm (AAA), your doctor may feel a throbbing mass in your abdomen. A rapidly growing aneurysm about to rupture (burst) can be tender and very painful when pressed. If you're overweight or obese, it may be hard for your doctor to feel even a large AAA.
                
If you have an AAA, your doctor may hear rushing blood flow instead of the normal whooshing sound when listening to your abdomen with a stethoscope.
                
Specialists Involved
                
Your primary care doctor may refer you to a cardiothoracic or vascular surgeon for diagnosis and treatment of an aortic aneurysm.
                
A cardiothoracic surgeon does surgery on the heart, lungs, and other organs and structures in the chest, including the aorta. A vascular surgeon does surgery on the aorta and other blood vessels, except those of the heart and brain.
                
Diagnostic Tests and Procedures
                
To diagnose and study an aneurysm, your doctor may recommend one or more of the following tests.
                
Ultrasound and Echocardiography
                
Ultrasound and echocardiography (echo) are simple, painless tests that use sound waves to create pictures of the structures inside your body. These tests can show the size of an aortic aneurysm, if one is found.
                
Computed Tomography Scan
                
A computed tomography scan, or CT scan, is a painless test that uses x rays to take clear, detailed pictures of your organs.
                
During the test, your doctor will inject dye into a vein in your arm. The dye makes your arteries, including your aorta, visible on the CT scan pictures.
                
Your doctor may recommend this test if he or she thinks you have an AAA or a thoracic aortic aneurysm (TAA). A CT scan can show the size and shape of an aneurysm. This test provides more detailed pictures than an ultrasound or echo.
                
Magnetic Resonance Imaging
                
Magnetic resonance imaging (MRI) uses magnets and radio waves to create pictures of the organs and structures in your body. This test works well for detecting aneurysms and pinpointing their size and exact location.
                
Angiography
                
Angiography (an-jee-OG-ra-fee) is a test that uses dye and special x rays to show the insides of your arteries. This test shows the amount of damage and blockage in blood vessels.
                
Aortic angiography shows the inside of your aorta. The test may show the location and size of an aortic aneurysm."
0000365,MPlusHealthTopics,https://www.nlm.nih.gov/medlineplus/fires.html,Other,,,,,0000365-1,Fires,information,Do you have information about Fires,"Summary : Whether a fire happens in your home or in the wild, it can be very dangerous. Fire spreads quickly. There is no time to gather valuables or make a phone call. In just two minutes, a fire can become life-threatening. In five minutes, a home can be engulfed in flames.    Heat and smoke from fire can be more dangerous than the flames. Inhaling the super-hot air can burn your lungs. Fire produces poisonous gases that make you disoriented and drowsy. Instead of being awakened by a fire, you may fall into a deeper sleep. You can suffocate or be burned.    Preventing fires is an important part of fire safety. Although there are no guarantees of safety during a fire, you can take actions to protect yourself. You should have a disaster plan. Being prepared can help reduce fear, anxiety, and losses. If you do experience a disaster, it is normal to feel stressed. You may need help in finding ways to cope.    Federal Emergency Management Agency"
0000614,MPlusHealthTopics,https://www.nlm.nih.gov/medlineplus/mitralvalveprolapse.html,Disease,C0026267,T047,Disorders,Barlow's syndrome|Floppy valve syndrome|MVP,0000614-1,Mitral Valve Prolapse,information,What is (are) Mitral Valve Prolapse ?,"Mitral valve prolapse (MVP) occurs when one of your heart's valves doesn't work properly. The flaps of the valve are ""floppy"" and don't close tightly. Most people who have the condition are born with it. It also tends to run in families.    Most of the time, MVP doesn't cause any problems. Rarely, blood can leak the wrong way through the floppy valve. This can cause       - Palpitations (feelings that your heart is skipping a beat, fluttering, or beating too hard or too fast)    - Shortness of breath    - Cough    - Fatigue, dizziness, or anxiety    - Migraine headaches    - Chest discomfort       Most people who have mitral valve prolapse (MVP) don't need treatment because they don't have symptoms and complications. If you need treatment for MVP, medicines can help relieve symptoms or prevent complications. Very few people will need surgery to repair or replace the mitral valve.    MVP puts you at risk for infective endocarditis, a kind of heart infection. To prevent it, doctors used to prescribe antibiotics before dental work or certain surgeries. Now, only people at high risk of endocarditis need the antibiotics.    NIH: National Heart, Lung, and Blood Institute"
0000834,GHR,https://ghr.nlm.nih.gov/condition/proopiomelanocortin-deficiency,,C1857854,T047,Disorders,"obesity, early-onset, adrenal insufficiency, and red hair|POMC deficiency",0000834-1,proopiomelanocortin deficiency,information,What is (are) proopiomelanocortin deficiency ?,"Proopiomelanocortin (POMC) deficiency causes severe obesity that begins at an early age. In addition to obesity, people with this condition have low levels of a hormone known as adrenocorticotropic hormone (ACTH) and tend to have red hair and pale skin.  Affected infants are usually a normal weight at birth, but they are constantly hungry, which leads to excessive feeding (hyperphagia). The babies continuously gain weight and are severely obese by age 1. Affected individuals experience excessive hunger and remain obese for life. It is unclear if these individuals are prone to weight-related conditions like cardiovascular disease or type 2 diabetes.  Low levels of ACTH lead to a condition called adrenal insufficiency, which occurs when the pair of small glands on top of the kidneys (the adrenal glands) do not produce enough hormones. Adrenal insufficiency often results in periods of severely low blood sugar (hypoglycemia) in people with POMC deficiency, which can cause seizures, elevated levels of a toxic substance called bilirubin in the blood (hyperbilirubinemia), and a reduced ability to produce and release a digestive fluid called bile (cholestasis). Without early treatment, adrenal insufficiency can be fatal.  Pale skin that easily burns when exposed to the sun and red hair are common in POMC deficiency, although not everyone with the condition has these characteristics."
0001957,GARD,https://rarediseases.info.nih.gov/gard/3703/dwarfism-mental-retardation-and-eye-abnormality,,C0025362|C0015393|C0013336,T019|T048|T047,Disorders,Mollica syndrome|Mollica-Pavone-Antener syndrome,0001957-1,"Dwarfism, mental retardation and eye abnormality",symptoms,"What are the symptoms of Dwarfism, mental retardation and eye abnormality ?","What are the signs and symptoms of Dwarfism, mental retardation and eye abnormality? The Human Phenotype Ontology provides the following list of signs and symptoms for Dwarfism, mental retardation and eye abnormality. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Cognitive impairment 90% Freckling 90% Neurological speech impairment 90% Short stature 90% Behavioral abnormality 50% Cataract 50% EEG abnormality 50% Myopia 50% Abnormality of movement 7.5% Hypertrichosis 7.5% Abnormality of the orbital region - Autosomal recessive inheritance - Hypoplasia of the iris - Intellectual disability - Microcephaly - Nuclear cataract - Severe Myopia - Severe short stature - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
0000206,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/urologic-disease/perineal-injury-in-males/Pages/facts.aspx,,C3544174,T037,Disorders,,0000206-11,Perineal Injury in Males,considerations,What to do for Perineal Injury in Males ?,"- Perineal injury is an injury to the perineum, the part of the body between the anus and the genitals, or sex organs. In males, the perineum is the area between the anus and the scrotum, the external pouch of skin that holds the testicles.  - Injury to the blood vessels, nerves, and muscles in the perineum can lead to complications such as      - bladder control problems    - sexual problems    - Common causes of acute perineal injury in males include      - perineal surgery    - straddle injuries    - sexual abuse    - impalement    - Chronic perineal injury most often results from a job- or sport-related practicesuch as bike, motorcycle, or horseback ridingor a long-term condition such as chronic constipation.  - Traumatic or piercing injuries may require surgery to repair damaged pelvic floor muscles, blood vessels, and nerves. Treatment for these acute injuries may also include antibiotics to prevent infection.  - In people with a chronic perineal injury, a health care provider will treat the complications of the condition, such as erectile dysfunction (ED) and urinary incontinence.  - Preventing perineal injury requires being aware of and taking steps to minimize the dangers of activities such as construction work or bike riding.  - The National Institute for Occupational Safety and Health, part of the Centers for Disease Control and Prevention, recommends noseless seats for people who ride bikes as part of their job."
0000190,NINDS,http://www.ninds.nih.gov/disorders/melkersson/melkersson.htm,,C0025235,T047,Disorders,,0000190-1,Melkersson-Rosenthal Syndrome,information,What is (are) Melkersson-Rosenthal Syndrome ?,"Melkersson-Rosenthal syndrome is a rare neurological disorder characterized by recurring facial paralysis, swelling of the face and lips (usually the upper lip), and the development of folds and furrows in the tongue. Onset is in childhood or early adolescence. After recurrent attacks (ranging from days to years in between), swelling may persist and increase, eventually becoming permanent. The lip may become hard, cracked, and fissured with a reddish-brown discoloration. The cause of Melkersson-Rosenthal syndrome is unknown, but there may be a genetic predisposition. It can be symptomatic of Crohn's disease or sarcoidosis."
0000753,GHR,https://ghr.nlm.nih.gov/condition/optic-atrophy-type-1,,C0338508,T047,Disorders,"ADOA|autosomal dominant optic atrophy|autosomal dominant optic atrophy Kjer type|DOA|dominant optic atrophy|Kjer type optic atrophy|Kjer's optic atrophy|optic atrophy, autosomal dominant|optic atrophy, hereditary, autosomal dominant|optic atrophy, juvenile|optic atrophy, Kjer type",0000753-2,optic atrophy type 1,frequency,How many people are affected by optic atrophy type 1 ?,"Optic atrophy type 1 is estimated to affect 1 in 50,000 people worldwide. This condition is more common in Denmark, where it affects approximately 1 in 10,000 people."
0000218,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/urologic-disease/urinary-incontinence-women/Pages/ez.aspx,,C0876938,T033,Disorders,,0000218-4,What I need to know about Bladder Control for Women,causes,What causes What I need to know about Bladder Control for Women ?,Urine leakage has many possible causes.
0002993,GARD,https://rarediseases.info.nih.gov/gard/9927/hyperinsulinemic-hypoglycemia-familial-2,,C1864903,T033,Disorders,HHF2,0002993-1,Hyperinsulinemic hypoglycemia familial 2,symptoms,What are the symptoms of Hyperinsulinemic hypoglycemia familial 2 ?,"What are the signs and symptoms of Hyperinsulinemic hypoglycemia familial 2? The Human Phenotype Ontology provides the following list of signs and symptoms for Hyperinsulinemic hypoglycemia familial 2. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal recessive inheritance - Hyperinsulinemic hypoglycemia - Hypoglycemia - Large for gestational age - Pancreatic islet-cell hyperplasia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common."
0000428,MPlusHealthTopics,https://www.nlm.nih.gov/medlineplus/healthdisparities.html,Disease,C1171307,T033,Disorders,,0000428-1,Health Disparities,information,What is (are) Health Disparities ?,"Health disparities refer to differences in the health status of different groups of people. Some groups of people have higher rates of certain diseases, and more deaths and suffering from them, compared to others. These groups may be based on       - Race    - Ethnicity    - Immigrant status    - Disability    - Sex or gender    - Sexual orientation    - Geography    - Income       NIH: National Institute on Minority Health and Health Disparities"
0000110,NIDDK,http://www.niddk.nih.gov/health-information/health-topics/digestive-diseases/inguinal-hernia/Pages/facts.aspx,,C0019294,T190,Disorders,,0000110-3,Inguinal Hernia,causes,What causes Inguinal Hernia ?,"The cause of inguinal hernias depends on the type of inguinal hernia.
                
Indirect inguinal hernias. A defect in the abdominal wall that is present at birth causes an indirect inguinal hernia.
                
During the development of the fetus in the womb, the lining of the abdominal cavity forms and extends into the inguinal canal. In males, the spermatic cord and testicles descend out from inside the abdomen and through the abdominal lining to the scrotum through the inguinal canal. Next, the abdominal lining usually closes off the entrance to the inguinal canal a few weeks before or after birth. In females, the ovaries do not descend out from inside the abdomen, and the abdominal lining usually closes a couple of months before birth.1
                
Sometimes the lining of the abdomen does not close as it should, leaving an opening in the abdominal wall at the upper part of the inguinal canal. Fat or part of the small intestine may slide into the inguinal canal through this opening, causing a hernia. In females, the ovaries may also slide into the inguinal canal and cause a hernia.
                
Indirect hernias are the most common type of inguinal hernia.2 Indirect inguinal hernias may appear in 2 to 3 percent of male children; however, they are much less common in female children, occurring in less than 1 percent.3
                
Direct inguinal hernias. Direct inguinal hernias usually occur only in male adults as aging and stress or strain weaken the abdominal muscles around the inguinal canal. Previous surgery in the lower abdomen can also weaken the abdominal muscles.
                
Females rarely form this type of inguinal hernia. In females, the broad ligament of the uterus acts as an additional barrier behind the muscle layer of the lower abdominal wall. The broad ligament of the uterus is a sheet of tissue that supports the uterus and other reproductive organs."
0000780,GHR,https://ghr.nlm.nih.gov/condition/pelizaeus-merzbacher-disease,,C0205711|C0012634,T047,Disorders,"Cockayne-Pelizaeus-Merzbacher Disease|PMD|sclerosis; brain, Pelizaeus-Merzbacher",0000780-3,Pelizaeus-Merzbacher disease,genetic changes,What are the genetic changes related to Pelizaeus-Merzbacher disease ?,"Mutations in the PLP1 gene cause Pelizaeus-Merzbacher disease. The PLP1 gene provides instructions for producing proteolipid protein 1 and a modified version (isoform) of proteolipid protein 1, called DM20. Proteolipid protein 1 and DM20 are primarily located in the central nervous system and are the main proteins found in myelin, the fatty covering that insulates nerve fibers. A lack of proteolipid protein 1 and DM20 can cause dysmyelination, which can impair nervous system function, resulting in the signs and symptoms of Pelizaeus-Merzbacher disease.  It is estimated that 5 percent to 20 percent of people with Pelizaeus-Merzbacher disease do not have identified mutations in the PLP1 gene. In these cases, the cause of the condition is unknown."
0000037_2,CancerGov,https://www.cancer.gov/types/colorectal/patient/rectal-treatment-pdq,,C0007113|C0949022,T191,Disorders,,0000037_2-8,Rectal Cancer,research,what research (or clinical trials) is being done for Rectal Cancer ?,"Other types of treatment are being tested in clinical trials.
                    Information about clinical trials is available from the NCI website.
                
                
                    Patients may want to think about taking part in a clinical trial.
                    For some patients, taking part in a clinical trial may be the best treatment choice. Clinical trials are part of the cancer research process. Clinical trials are done to find out if new cancer treatments are safe and effective or better than the standard treatment.   Many of today's standard treatments for cancer are based on earlier clinical trials. Patients who take part in a clinical trial may receive the standard treatment or be among the first to receive a new treatment.   Patients who take part in clinical trials also help improve the way cancer will be treated in the future. Even when clinical trials do not lead to effective new treatments, they often answer important questions and help move research forward.
                
                
                    Patients can enter clinical trials before, during, or after starting their cancer treatment.
                    Some clinical trials only include patients who have not yet received treatment. Other trials test treatments for patients whose cancer has not gotten better. There are also clinical trials that test new ways to stop cancer from recurring (coming back) or reduce the side effects of cancer treatment.   Clinical trials are taking place in many parts of the country. See the Treatment Options section that follows for links to current treatment clinical trials. These have been retrieved from NCI's listing of clinical trials."
0000147,GHR,https://ghr.nlm.nih.gov/condition/cantu-syndrome,,C0039082,T047,Disorders,Cantu syndrome|hypertrichosis-osteochondrodysplasia-cardiomegaly syndrome|hypertrichotic osteochondrodysplasia,0000147-2,Cant syndrome,frequency,How many people are affected by Cant syndrome ?,Cant syndrome is a rare condition. About three dozen affected individuals have been reported in the medical literature.
